index_cafeteria,cafeteria_name,img,Latitude,Longitude,openTime,closeTime,소재지전체주소,label_zero-shot,cafeteria_type_orignal,인허가일자,영업상태구분코드,시설총규모,최종수정시점,시/도,구/군,동/면,상세주소
9930,문어랑,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190825_86%2F15667243972355os34_JPEG%2FpbkuOKZJpfGUf-ByrDdjJEv6.jpg,37.8667852,127.7519848,,,강원특별자치도 춘천시 석사동 737-9 (1층),중식,한식,2009-11-17,1,79.56,2016-06-01 17:33:58,강원특별자치도,춘천시,석사동,737-9 (1층)
10841,단하비,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191003_253%2F157008432450440zQn_JPEG%2FtGaRVwtz2TDp9X-Ntije2m4a.jpg,37.8730646,127.7442372,,,강원특별자치도 춘천시 효자동 628-9,피자,경양식,2016-09-07,1,148.73,2021-12-18 17:52:13,강원특별자치도,춘천시,효자동,628-9
8801,형과아우,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191115_64%2F1573816024654r6HpN_JPEG%2FnTUeHkzvQsv7i0Mae0yGhDDD.jpg,37.8643833,127.7515986,,,강원특별자치도 춘천시 석사동 748-11,찜/탕/찌개,한식,2001-11-19,1,56.16,2022-02-07 9:49:14,강원특별자치도,춘천시,석사동,748-11
9415,은혜네해물칼국수,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191121_109%2F1574335130669u656g_JPEG%2F4sN5S36vnWiwqSPMnxV2xM5V.JPG.jpg,37.866663,127.732146,,,강원특별자치도 춘천시 효자동 710,국수,한식,1999-05-11,1,37.8,2022-09-22 9:31:05,강원특별자치도,춘천시,효자동,710
7683,메밀밭감자옹심이메밀칼국수,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191127_40%2F1574837503286cnhVE_JPEG%2F1qpgc8cpfTMBo-izg2wWtxW-.jpg,37.8593513,127.7421985,,,강원특별자치도 춘천시 석사동 642-12,양식,한식,2005-07-15,1,132.48,2022-04-07 14:16:06,강원특별자치도,춘천시,석사동,642-12
10824,바다속풍경,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191129_146%2F1575018860246tRisQ_JPEG%2F1K92K4DBUWAPxVg1rLBFl3Dx.JPG.jpg,37.8735484,127.7339505,,,강원특별자치도 춘천시 효자동 661-25,회,한식,2017-06-27,1,56.8,2023-03-17 14:12:06,강원특별자치도,춘천시,효자동,661-25
10352,화양연화커피,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191202_30%2F15752979561091wdpL_JPEG%2F7yOb4Oeer5GtU8z6gdOZ9vuN.jpeg.jpg,37.8580628,127.7428489,,,강원특별자치도 춘천시 석사동 666-12,양식,기타,2019-11-08,1,86.64,2022-02-09 9:35:46,강원특별자치도,춘천시,석사동,666-12
8160,강대맥주창고,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191204_165%2F1575458554701QkCUs_JPEG%2FIv9TAf1P5YF_G0LIM1Hqb7LS.jpg,37.8734188,127.7444241,,,강원특별자치도 춘천시 효자동 629-15,중식,호프/통닭,2000-12-08,1,77.71,2015-09-30 13:49:35,강원특별자치도,춘천시,효자동,629-15
10874,지나오다,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191231_160%2F1577779047089Esbem_JPEG%2FmoW3b2tv1Sv-9J6lIFD40sFc.jpeg.jpg,37.8657667,127.7386302,,,강원특별자치도 춘천시 효자동 333-4,양식,기타,2018-09-18,1,60,2019-11-29 9:38:35,강원특별자치도,춘천시,효자동,333-4
8608,쭈꾸미도사,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200108_49%2F1578448368878HEYL0_JPEG%2F-Az53mrT_IV8EjyxZRLti_RB.jpg,37.866612,127.7524442,,,강원특별자치도 춘천시 석사동 736-9,양식,식육(숯불구이),2000-07-06,1,97.56,2019-11-28 16:28:44,강원특별자치도,춘천시,석사동,736-9
11264,돌다리야채곱창,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200124_178%2F1579833366140GRz3K_JPEG%2FQSGMoEekE0SkVvPDlETK_IJT.jpg,37.8741449,127.7419541,,,강원특별자치도 춘천시 효자동 618-10,분식,기타,2016-05-03,1,95,2022-01-20 17:34:08,강원특별자치도,춘천시,효자동,618-10
9513,역전할머니맥주춘천애막골점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200130_153%2F1580384465503wutPp_JPEG%2F9F7g_M-XqA9QCdZvUUR_NkQD.jpg,37.8664759,127.7526984,,,강원특별자치도 춘천시 석사동 735-15,고기/구이,기타,2003-03-17,1,106.64,2021-01-08 17:13:35,강원특별자치도,춘천시,석사동,735-15
8552,장군막창구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200201_258%2F1580559346266960g7_JPEG%2FozvdY14PDdB_fdmk_KGyP8Dk.JPG.jpg,37.866889,127.7534025,,,강원특별자치도 춘천시 석사동 735-2,고기/구이,식육(숯불구이),1997-10-24,1,36.08,2021-04-12 10:10:06,강원특별자치도,춘천시,석사동,735-2
10927,포지티브즈(Positives),https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200210_220%2F15813088820075AiY7_JPEG%2Ftl7cXPxAhYTPBmTwOIDigL_6.jpeg.jpg,37.8748349,127.7417952,,,강원특별자치도 춘천시 효자동 619-1,회,기타,2015-10-20,1,48.74,2022-01-20 16:28:10,강원특별자치도,춘천시,효자동,619-1
9682,석사치킨엔호프,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200313_39%2F1584046235685Jr420_JPEG%2Fm18wb54bSz1dTr7EVnY6z05Q.jpg,37.8617048,127.7407477,,,강원특별자치도 춘천시 석사동 701,치킨,호프/통닭,2006-05-25,1,36.54,2021-06-07 16:41:56,강원특별자치도,춘천시,석사동,701
8855,한지붕갈비,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200315_247%2F1584274339649RIBNG_JPEG%2FfsGz5B9JFxgKjFokARyEtQI2.jpg,37.8609478,127.7433555,,,강원특별자치도 춘천시 석사동 640,고기/구이,식육(숯불구이),2001-11-30,1,72.14,2018-02-12 9:48:28,강원특별자치도,춘천시,석사동,640
11071,신짱깨집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200317_204%2F15844109963164xRwb_JPEG%2FkTsBtqqjzSVwTzGG1s1ObsFH.jpg,37.8550655,127.7485812,,,강원특별자치도 춘천시 석사동 130-120,중식,중국식,2017-06-29,1,43.7,2020-03-10 14:24:57,강원특별자치도,춘천시,석사동,130-120
10989,애막골상회,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200325_63%2F1585114811731FVn8J_JPEG%2FvNSwjaxzfiaGeBFDBznRRFxe.jpg,37.8652724,127.7525652,,,강원특별자치도 춘천시 석사동 744-9,고기/구이,경양식,2020-02-20,1,48.3,2021-12-19 16:54:33,강원특별자치도,춘천시,석사동,744-9
7703,쉐도우,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200328_51%2F15853342349311LM4p_JPEG%2FFqgTf2JbhOvqKol4n0BA_z27.jpg,37.8733421,127.7440827,,,"강원특별자치도 춘천시 효자동 628-13 (3동,3층)",회,감성주점,2004-04-13,1,110.46,2017-07-21 13:04:14,강원특별자치도,춘천시,효자동,"628-13 (3동,3층)"
9395,빙수의집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200407_100%2F1586267554003Qa5Yi_JPEG%2Fc0-0A9uzWYRzSQeoutipPmGl.jpg,37.8727234,127.7451796,,,강원특별자치도 춘천시 효자동 632-15,백반,한식,1988-07-25,1,31.63,2023-04-21 16:46:01,강원특별자치도,춘천시,효자동,632-15
10720,케밥하우스,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200408_119%2F1586346657503TGQbW_JPEG%2F4oQupQ0CIUo4zhAHFW5DfaVV.jpg,37.8737841,127.7416977,,,강원특별자치도 춘천시 효자동 617-10,치킨,기타,2019-12-03,1,71.02,2022-08-10 15:19:52,강원특별자치도,춘천시,효자동,617-10
9423,감미옥설렁탕,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200410_123%2F15865214218043y0pK_JPEG%2F8L1Vq-8T61SCtJjArEl_dqaN.jpg,37.8780307,127.7378314,,,강원특별자치도 춘천시 효자동 744-17 1층,국밥,한식,1990-11-02,1,317.83,2022-01-19 11:21:31,강원특별자치도,춘천시,효자동,744-17 1층
9576,수내닭꼬치,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200428_136%2F1588067352630FVdGT_JPEG%2FF1I3dAQCtHYAZn3Mj1bnn8C7.jpg,37.8743822,127.7417911,,,강원특별자치도 춘천시 효자동 618-20,치킨,통닭(치킨),2011-03-02,1,98.8,2022-01-19 11:28:43,강원특별자치도,춘천시,효자동,618-20
8346,스푼더마켓,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200428_38%2F1588074063415w73Xn_JPEG%2FH8dicGj7vhpXEyzaoyV_ueST.jpg,37.8745988,127.7431512,,,강원특별자치도 춘천시 효자동 20-14 (2층),고기/구이,한식,2010-09-16,1,123.2,2022-01-19 11:14:57,강원특별자치도,춘천시,효자동,20-14 (2층)
9899,신낙지마루,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200430_293%2F1588234534916GnuaJ_JPEG%2FPsi4ucGRXad8nK0_KzbEWkXT.jpg,37.874757,127.7433426,,,강원특별자치도 춘천시 효자동 20-4,고기/구이,기타,2006-07-20,1,88.56,2022-02-07 13:04:38,강원특별자치도,춘천시,효자동,20-4
9502,"우기다, 방",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_107%2F1588829924049PiOKW_JPEG%2FZFj7T8Fxd34zA0arDLD9SwBW.jpeg.jpg,37.865348,127.7354991,,,강원특별자치도 춘천시 효자동 315-7,양식,까페,2013-08-12,1,99.77,2013-08-12 13:36:32,강원특별자치도,춘천시,효자동,315-7
8488,공지천왕갈비스무숲점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200605_280%2F1591357964100NMGm6_JPEG%2FskC0pTNZZtNzwFQs_N6Ae5oA.jpg,37.8486907,127.7503026,,,강원특별자치도 춘천시 석사동 942-2 (1층),고기/구이,한식,2005-12-05,1,113.5,2022-02-07 11:52:01,강원특별자치도,춘천시,석사동,942-2 (1층)
10212,태화루,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200606_3%2F1591419952987D5Igp_JPEG%2FhlvCduUC4XzRbRgZu8iv9Vs8.jpg,37.8647092,127.7348907,,,강원특별자치도 춘천시 효자동 303-34,중식,기타,2023-03-15,1,97.2,2023-03-23 9:20:49,강원특별자치도,춘천시,효자동,303-34
8029,한우가,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200607_6%2F15914836787144VaNa_JPEG%2F4YuFVxczH1mpclT_jjSnqFQG.jpg,37.8475614,127.751161,,,"강원특별자치도 춘천시 석사동 155-4 1,2동",치킨,한식,2006-02-27,1,229.72,2021-04-12 10:30:51,강원특별자치도,춘천시,석사동,"155-4 1,2동"
9269,미가,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200610_73%2F1591753382918YrUwO_JPEG%2Fa84xjyrz-zaaaMK7JXMpBU1v.jpg,37.865475,127.7357512,,,강원특별자치도 춘천시 효자동 315-6,양식,한식,1996-01-08,1,90,2021-12-22 11:54:38,강원특별자치도,춘천시,효자동,315-6
8221,병천시골순대국밥,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200621_30%2F1592707810299IC81y_JPEG%2FcYjxE2Qwt82kkJG49RMG8IUE.jpg,37.875277,127.7431827,,,강원특별자치도 춘천시 효자동 623-11,국밥,한식,2002-04-04,1,72.26,2012-12-12 11:04:54,강원특별자치도,춘천시,효자동,623-11
8986,복성원,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200621_89%2F1592713274213ptfXn_JPEG%2FsRbFFb09Q37ZImNaG9GQc3vl.jpeg.jpg,37.8770297,127.7356791,,,강원특별자치도 춘천시 효자동 641-3,중식,중국식,1976-12-02,1,0,2022-01-13 16:55:23,강원특별자치도,춘천시,효자동,641-3
8128,채가네순대국,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200622_284%2F1592830458860gr2Vs_JPEG%2F9FgPqf3xG8CqqxdUF358oL0m.jpg,37.8760131,127.7432653,,,강원특별자치도 춘천시 효자동 18-46,분식,한식,1994-04-22,1,73.3,2022-01-19 12:58:28,강원특별자치도,춘천시,효자동,18-46
9629,고우국밥,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200714_35%2F1594706087621biFzY_JPEG%2F-a0NIN7C2ahXurwP8o50miDW.jpg,37.8639692,127.7351036,,,강원특별자치도 춘천시 효자동 302-30,국밥,한식,2006-05-08,1,75.69,2022-02-07 13:00:46,강원특별자치도,춘천시,효자동,302-30
8562,큰손양대창곱창구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200728_195%2F1595934757652ou9w2_JPEG%2FtqcUjAcTjppOxFFE8ZUy1Tx-.jpg,37.8491819,127.7504183,,,강원특별자치도 춘천시 석사동 915-6 (1층),백반,한식,2006-10-09,1,116.19,2022-02-07 13:09:34,강원특별자치도,춘천시,석사동,915-6 (1층)
11164,착한곱한우곱창춘천2호석사점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200928_282%2F1601290859333Qw4ff_JPEG%2Fj1wvUtY9evi2e29VoknN1RA_.jpeg.jpg,37.8546972,127.7471578,,,강원특별자치도 춘천시 석사동 827-1,백반,식육(숯불구이),2015-03-10,1,147.4,2022-01-19 14:59:58,강원특별자치도,춘천시,석사동,827-1
9966,자미왕갈비해장국,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201029_230%2F1603963818868TYlna_JPEG%2FlPzQQ_jda6KXJKxjas6CKyUY.jpeg.jpg,37.8487213,127.7495369,,,강원특별자치도 춘천시 석사동 940-3 (1층),국밥,탕류(보신용),2011-03-24,1,113.39,2018-01-16 9:55:05,강원특별자치도,춘천시,석사동,940-3 (1층)
9531,자담치킨애막골점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201201_110%2F16068065346019RexW_JPEG%2FviO17eg55FGl8Djzt7F6sYLK.jpg,37.8665145,127.751415,,,강원특별자치도 춘천시 석사동 740-20 (1층),치킨,기타,2008-04-14,1,102.3,2021-12-19 16:53:08,강원특별자치도,춘천시,석사동,740-20 (1층)
8517,장안돌구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201226_149%2F16089638921949t22l_JPEG%2FG9nJNLxWpxpY1n0ri6VnG8U6.jpg,37.85794,127.7424494,,,강원특별자치도 춘천시 석사동 663-2 (1층),양식,식육(숯불구이),1993-04-16,1,93.6,2021-12-19 16:39:30,강원특별자치도,춘천시,석사동,663-2 (1층)
10562,북한강쭈꾸미,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210102_51%2F1609584819364r4l6h_JPEG%2FZ1lMK-EZudJx4XUxjOuDepcs.jpg,37.8652607,127.751308,,,강원특별자치도 춘천시 석사동 747-1,양식,정종/대포집/소주방,2020-09-16,1,97.03,2022-01-20 9:17:09,강원특별자치도,춘천시,석사동,747-1
10833,김밥이선생,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210116_96%2F1610802493754fRuIG_JPEG%2F-wp-8bHYb7PcjHLDQx-KwyLj.jpg,37.8650245,127.7359226,,,강원특별자치도 춘천시 효자동 315-4,양식,분식,2021-01-07,1,20.89,2022-01-20 9:56:09,강원특별자치도,춘천시,효자동,315-4
9591,신남큰집궁중삼계탕,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210205_185%2F1612517614464C9hBW_JPEG%2FASodurPZWief3RpcNZGdA2MP.jpeg.jpg,37.862848,127.7398895,,,강원특별자치도 춘천시 효자동 223-1,찜/탕/찌개,한식,2011-10-14,1,180,2022-10-05 15:30:30,강원특별자치도,춘천시,효자동,223-1
10835,소양하다,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210321_252%2F16162527375977BVl6_PNG%2FsZrVTpxKo7jYkffe5gZfFwu0.png,37.8714362,127.7374775,,,강원특별자치도 춘천시 효자동 159-37,양식,기타,2021-01-07,1,41.89,2022-01-20 9:57:43,강원특별자치도,춘천시,효자동,159-37
8170,지리산토종흑돼지,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210517_29%2F1621262521459uaV3p_JPEG%2FKtxqZz1qLT8lAUydPcRw8-Dj.jpg,37.8502757,127.7493938,,,강원특별자치도 춘천시 석사동 907-8 (1층),백반,식육(숯불구이),2008-05-27,1,123.18,2021-04-19 10:19:42,강원특별자치도,춘천시,석사동,907-8 (1층)
9976,7.5닭갈비,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210607_161%2F1623055580117p5quO_JPEG%2FYBhl1HoQGsDGRpMRsrsX94eO.jpeg.jpg,37.8662959,127.7527401,,,강원특별자치도 춘천시 석사동 735-9,고기/구이,정종/대포집/소주방,2013-05-31,1,107.13,2022-01-19 13:54:10,강원특별자치도,춘천시,석사동,735-9
10995,마선생마약국밥춘천점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210615_255%2F1623743995560QROty_JPEG%2FK1FBMvcDZgBDuKvsK1JUMcxt.jpg,37.8691301,127.7298107,,,강원특별자치도 춘천시 효자동 671-10,국밥,한식,2021-04-09,1,75,2023-10-30 15:06:11,강원특별자치도,춘천시,효자동,671-10
9217,기륜각,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210702_47%2F1625236469316ICsW8_JPEG%2FeBtkjSpMeI8Kd-nvcW-M_BQn.jpg,37.875035,127.7459288,,,강원특별자치도 춘천시 효자동 17-8,중식,중국식,1995-07-08,1,99.96,2023-06-14 13:57:56,강원특별자치도,춘천시,효자동,17-8
10997,온해,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210805_67%2F1628120461711UHpzz_JPEG%2Fl5sb-E02dbfi3NKSLXlBwWOO.jpeg.jpg,37.8523395,127.7451961,,,강원특별자치도 춘천시 석사동 885-3,회,일식,2021-04-12,1,41.65,2022-01-20 10:49:15,강원특별자치도,춘천시,석사동,885-3
9520,빈체로(Vincero),https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210824_177%2F1629794879555UOjIX_JPEG%2F7N1uqfTs6ycD8Tr2HT7TNjkV.JPG.jpg,37.8630554,127.7498572,,,강원특별자치도 춘천시 석사동 765-6,회,기타,2013-11-25,1,145.5,2018-01-16 15:02:51,강원특별자치도,춘천시,석사동,765-6
10859,돌아온왕십리곱창,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210908_279%2F1631093365576KQpB5_JPEG%2FCLGCwmKuZrgJRVkwyuMd7ahB.jpg,37.8620548,127.7394162,,,강원특별자치도 춘천시 석사동 705-20,분식,식육(숯불구이),2017-07-25,1,47.97,2023-08-14 13:38:29,강원특별자치도,춘천시,석사동,705-20
11105,사랑관강원대점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210920_263%2F16321186043979BOS2_JPEG%2Fod7spHwdyG6ZOZz6EHar9_jZ.jpg,37.8738376,127.7430909,,,강원특별자치도 춘천시 효자동 626-21,분식,정종/대포집/소주방,2021-06-21,1,113.13,2021-08-11 11:51:17,강원특별자치도,춘천시,효자동,626-21
9441,모퉁이식당,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210927_134%2F1632720933023yYXGP_JPEG%2FpIhAwml_m2_ggd-7Pl_r4-QO.jpg,37.8657261,127.7527061,,,강원특별자치도 춘천시 석사동 743-2,양식,한식,1998-07-08,1,31.5,2022-01-19 14:31:57,강원특별자치도,춘천시,석사동,743-2
9051,머루촌숯불갈비,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210930_166%2F1633001389469IrxhM_JPEG%2F8LbwJYEaE6RB-U9mbbz_J7AA.jpg,37.861464,127.742202,,,강원특별자치도 춘천시 석사동 639-1,고기/구이,한식,1998-12-11,1,65.55,2023-06-20 10:39:06,강원특별자치도,춘천시,석사동,639-1
11211,서락,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211102_250%2F163579765907093Y67_JPEG%2FaJe1hJiKaLrcPyIL-SxIMYe1.jpg,37.848849,127.749626,,,강원특별자치도 춘천시 석사동 940-2,회,정종/대포집/소주방,2021-09-01,1,105.45,2022-01-20 17:16:37,강원특별자치도,춘천시,석사동,940-2
10910,오오모리,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211125_64%2F1637829957212a0s5a_JPEG%2F7D91A812-6A38-440E-9722-20345F625AC1.jpeg,37.8722145,127.730697,,,강원특별자치도 춘천시 효자동 464-6,중식,일식,2021-11-05,1,49.51,2022-01-20 17:31:32,강원특별자치도,춘천시,효자동,464-6
10605,카페레드빈,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211127_229%2F1637982749177qN4cE_JPEG%2F20211127_120649.jpg,37.8791938,127.7419186,,,강원특별자치도 춘천시 효자동 757-12,양식,기타,2020-10-06,1,122.6,2022-01-24 16:14:49,강원특별자치도,춘천시,효자동,757-12
9319,리얼전,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211213_198%2F1639363823561uFzPB_JPEG%2F1639363798440.jpg,37.8662249,127.7532686,,,강원특별자치도 춘천시 석사동 734-7 (1층),회,기타,1998-12-18,1,32.12,2022-01-19 14:33:23,강원특별자치도,춘천시,석사동,734-7 (1층)
11263,파스따남,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220102_148%2F1641082690189qegv8_JPEG%2F20210707_165504.jpg,37.8610573,127.7452558,,,강원특별자치도 춘천시 석사동 778-7,양식,기타,2016-05-02,1,41.12,2022-02-09 9:59:16,강원특별자치도,춘천시,석사동,778-7
11036,심가당,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220106_110%2F1641463491252vziMD_JPEG%2FKakaoTalk_20201120_140720303.jpg,37.8774366,127.7379982,,,강원특별자치도 춘천시 효자동 743,분식,분식,2020-04-28,1,101.84,2022-10-24 17:36:34,강원특별자치도,춘천시,효자동,743
10088,주문진게먹고회먹고,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220127_236%2F1643255540243AFyL5_JPEG%2FKakaoTalk_20220127_125148289.jpg,37.8483744,127.7509525,,,강원특별자치도 춘천시 석사동 949-1,고기/구이,한식,2014-03-03,1,121.77,2021-10-27 11:40:37,강원특별자치도,춘천시,석사동,949-1
9519,고봉민김밥인춘천석사점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220214_87%2F16448042313851HqxD_PNG%2F%25C0%25DA%25BB%25EA_1.png,37.8515684,127.7442226,,,강원특별자치도 춘천시 석사동 880-3 종로타워101호,돈까스,분식,2013-11-20,1,45.5,2016-12-13 13:48:18,강원특별자치도,춘천시,석사동,880-3 종로타워101호
9695,돌돌생삼겹살,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220317_227%2F1647528695920EJJ1J_JPEG%2F20220314_115213_%25282%2529.jpg,37.8729743,127.7450561,,,강원특별자치도 춘천시 효자동 632-8 (3동지하1~1층),고기/구이,식육(숯불구이),2003-04-15,1,173.22,2022-02-07 10:37:15,강원특별자치도,춘천시,효자동,632-8 (3동지하1~1층)
10967,청년분식춘천점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220319_206%2F1647667143025Uim17_JPEG%2F20220317_111039.jpg,37.8577306,127.7431622,,,강원특별자치도 춘천시 석사동 663-7,분식,분식,2022-01-10,1,56.25,2022-01-26 9:21:35,강원특별자치도,춘천시,석사동,663-7
