index_cafeteria,인허가일자,영업상태구분코드,소재지전체주소,Latitude,Longitude,사업장명,업태구분명,시설총규모,최종수정시점,시/도,구/군,동/면,상세주소
9793,2007-04-26,1,강원특별자치도 춘천시 석사동 902-6 (1층),37.8502438,127.7488364,김밥나라,김밥(도시락),50.49,2012-02-02 10:18:16,강원특별자치도,춘천시,석사동,902-6 (1층)
9796,2007-05-07,1,강원특별자치도 춘천시 효자동 21-4,37.8744354,127.7429938,어서오소,식육(숯불구이),120.09,2016-08-09 15:16:12,강원특별자치도,춘천시,효자동,21-4
9802,2011-03-09,1,강원특별자치도 춘천시 석사동 734-7 (1층 우측),37.8662249,127.7532686,짝패,호프/통닭,39.1,2021-12-19 16:50:06,강원특별자치도,춘천시,석사동,734-7 (1층 우측)
9809,2013-03-11,1,강원특별자치도 춘천시 석사동 734-15,37.8662365,127.7530384,쭌이네생모듬구이,한식,55.03,2022-01-19 13:45:27,강원특별자치도,춘천시,석사동,734-15
9813,2013-01-31,1,강원특별자치도 춘천시 석사동 818-12,37.8556591,127.7458286,더술(The Sul),정종/대포집/소주방,62.72,2020-08-31 10:49:13,강원특별자치도,춘천시,석사동,818-12
9817,2004-10-28,1,"강원특별자치도 춘천시 석사동 888-3 (화인프라자 106호,107호)",37.8514352,127.7449184,쪼끼쪼끼(석사3호점),호프/통닭,100.98,2020-06-25 15:24:03,강원특별자치도,춘천시,석사동,"888-3 (화인프라자 106호,107호)"
9831,2011-11-04,1,강원특별자치도 춘천시 석사동 736-8,37.8666886,127.7525309,치치,호프/통닭,48.51,2022-01-19 11:58:36,강원특별자치도,춘천시,석사동,736-8
9838,2013-05-13,1,강원특별자치도 춘천시 효자동 611-14,37.874607,127.7399834,네네치킨효자점,한식,21.35,2016-12-26 15:28:35,강원특별자치도,춘천시,효자동,611-14
9839,2013-05-14,1,강원특별자치도 춘천시 석사동 114-28,37.8520317,127.7506938,우물막국수,한식,136.95,2021-12-19 16:33:40,강원특별자치도,춘천시,석사동,114-28
9849,2011-11-10,1,강원특별자치도 춘천시 석사동 662,37.857628,127.7435517,아리랑떡볶이,분식,53.91,2011-11-10 10:34:31,강원특별자치도,춘천시,석사동,662
9851,2011-11-14,1,강원특별자치도 춘천시 석사동 733-18,37.8654063,127.753586,다릿골소나무,식육(숯불구이),53.43,2012-04-06 10:02:51,강원특별자치도,춘천시,석사동,733-18
9864,2014-02-06,1,강원특별자치도 춘천시 석사동 116-32,37.8504068,127.7529826,학곡리막국수닭갈비,식육(숯불구이),402.2,2022-01-19 14:18:36,강원특별자치도,춘천시,석사동,116-32
9865,2014-02-06,1,강원특별자치도 춘천시 효자동 628-1,37.8734351,127.7436901,조부자순대국(강대점),한식,60.48,2022-01-19 14:18:53,강원특별자치도,춘천시,효자동,628-1
9869,2014-02-13,1,강원특별자치도 춘천시 효자동 709-13,37.8663974,127.73304,효자동설렁탕효자점,한식,41.9,2023-03-14 15:55:44,강원특별자치도,춘천시,효자동,709-13
9874,2006-06-12,1,강원특별자치도 춘천시 석사동 927-2 (1층),37.8488262,127.7506365,홍가스무숲점,식육(숯불구이),133.12,2018-06-19 16:14:52,강원특별자치도,춘천시,석사동,927-2 (1층)
9876,2006-06-14,1,강원특별자치도 춘천시 석사동 911-6 (1층),37.8496307,127.7496406,투다리(뜨란채점),호프/통닭,107.49,2023-03-20 14:12:03,강원특별자치도,춘천시,석사동,911-6 (1층)
9877,2006-06-16,1,강원특별자치도 춘천시 석사동 729-4 (1층),37.8671527,127.7538083,춘천명품닭갈비,식육(숯불구이),191.32,2018-10-30 15:03:21,강원특별자치도,춘천시,석사동,729-4 (1층)
9879,2009-01-21,1,강원특별자치도 춘천시 석사동 724-11,37.8669297,127.7548822,루앤루,중국식,85.03,2022-02-09 17:26:57,강원특별자치도,춘천시,석사동,724-11
9883,2009-10-20,1,강원특별자치도 춘천시 석사동 736-7 (1층),37.8667665,127.752617,쿄시로,일식,97.04,2023-07-19 13:41:15,강원특별자치도,춘천시,석사동,736-7 (1층)
9885,2009-10-26,1,강원특별자치도 춘천시 석사동 769-17,37.8625347,127.7480781,나폴리피자또래오래석사점,분식,56.16,2022-01-13 14:52:57,강원특별자치도,춘천시,석사동,769-17
9886,2009-10-26,1,강원특별자치도 춘천시 효자동 697-21,37.8672853,127.7295899,특별미기사식당,한식,219.1,2017-11-28 15:55:09,강원특별자치도,춘천시,효자동,697-21
9893,2013-12-09,1,강원특별자치도 춘천시 효자동 684,37.8708028,127.7252594,우리동네국수집,호프/통닭,39.69,2022-01-19 14:12:42,강원특별자치도,춘천시,효자동,684
9897,2004-01-02,1,강원특별자치도 춘천시 효자동 684-11,37.8705461,127.7256128,미소네,정종/대포집/소주방,40.41,2019-11-25 15:37:34,강원특별자치도,춘천시,효자동,684-11
9899,2006-07-20,1,강원특별자치도 춘천시 효자동 20-4,37.874757,127.7433426,신낙지마루,기타,88.56,2022-02-07 13:04:38,강원특별자치도,춘천시,효자동,20-4
9900,2006-07-24,1,강원특별자치도 춘천시 석사동 725-12,37.8673068,127.7557125,치킨형님,통닭(치킨),18.04,2023-10-12 15:45:01,강원특별자치도,춘천시,석사동,725-12
9901,2006-07-25,1,강원특별자치도 춘천시 석사동 911-2 (1층),37.8500365,127.7500216,오징어천국,한식,101.3,2021-12-19 16:43:24,강원특별자치도,춘천시,석사동,911-2 (1층)
9905,2009-10-27,1,강원특별자치도 춘천시 석사동 700-1 (1층),37.8615197,127.7413068,흥부전,정종/대포집/소주방,79.0,2023-10-25 17:50:22,강원특별자치도,춘천시,석사동,700-1 (1층)
9918,2013-12-10,1,강원특별자치도 춘천시 석사동 907-2,37.8504692,127.7493806,나그랑,정종/대포집/소주방,120.25,2023-01-12 15:44:35,강원특별자치도,춘천시,석사동,907-2
9922,2013-12-02,1,강원특별자치도 춘천시 석사동 832-2,37.8542826,127.7471581,쏠라시,라이브카페,109.48,2023-05-10 14:42:00,강원특별자치도,춘천시,석사동,832-2
9926,2004-11-10,1,강원특별자치도 춘천시 석사동 923-3 (1층),37.8488685,127.7514912,도토리네집,한식,121.85,2020-07-01 14:25:01,강원특별자치도,춘천시,석사동,923-3 (1층)
9927,2007-05-25,1,강원특별자치도 춘천시 석사동 777-6 (1층),37.8614543,127.7457171,양평신내서울해장국,탕류(보신용),119.98,2022-02-07 13:25:41,강원특별자치도,춘천시,석사동,777-6 (1층)
9930,2009-11-17,1,강원특별자치도 춘천시 석사동 737-9 (1층),37.8667852,127.7519848,문어랑,한식,79.56,2016-06-01 17:33:58,강원특별자치도,춘천시,석사동,737-9 (1층)
9931,2010-08-02,1,강원특별자치도 춘천시 석사동 796-12,37.8567715,127.7418429,해송,한식,150.92,2022-01-19 11:10:29,강원특별자치도,춘천시,석사동,796-12
9933,2010-08-04,1,강원특별자치도 춘천시 효자동 626-12 (지하),37.8733769,127.7434234,슈퍼스타,호프/통닭,54.67,2016-03-10 14:31:55,강원특별자치도,춘천시,효자동,626-12 (지하)
9949,2004-12-20,1,강원특별자치도 춘천시 효자동 674-10,37.8708995,127.7261606,서울감자탕,탕류(보신용),66.3,2023-09-22 13:38:22,강원특별자치도,춘천시,효자동,674-10
9954,2006-09-04,1,강원특별자치도 춘천시 석사동 911-5 (1층),37.8497337,127.7497292,마당,한식,103.84,2021-12-19 16:43:42,강원특별자치도,춘천시,석사동,911-5 (1층)
9955,2006-09-08,1,강원특별자치도 춘천시 효자동 315-6,37.865475,127.7357512,후라이드바삭킹(강원대점),통닭(치킨),93.06,2022-02-07 13:05:30,강원특별자치도,춘천시,효자동,315-6
9956,2006-09-11,1,"강원특별자치도 춘천시 효자동 18-80 (3동,2층)",37.8756776,127.7436802,우정죽강대병원점,기타,84.85,2022-02-07 13:05:54,강원특별자치도,춘천시,효자동,"18-80 (3동,2층)"
9958,2008-05-09,1,강원특별자치도 춘천시 효자동 626,37.8739467,127.7427234,감식당,정종/대포집/소주방,124.57,2023-03-31 10:51:12,강원특별자치도,춘천시,효자동,626
9960,2009-03-09,1,"강원특별자치도 춘천시 효자동 618 (1층,3동)",37.8744563,127.7415224,촌닭두마리,기타,66.0,2022-06-21 13:49:43,강원특별자치도,춘천시,효자동,"618 (1층,3동)"
9963,2009-03-13,1,"강원특별자치도 춘천시 효자동 18-68 (1층,3동)",37.8761698,127.7450923,화로불,탕류(보신용),96.18,2022-02-09 17:30:59,강원특별자치도,춘천시,효자동,"18-68 (1층,3동)"
9966,2011-03-24,1,강원특별자치도 춘천시 석사동 940-3 (1층),37.8487213,127.7495369,자미왕갈비해장국,탕류(보신용),113.39,2018-01-16 9:55:05,강원특별자치도,춘천시,석사동,940-3 (1층)
9972,2011-03-29,1,강원특별자치도 춘천시 석사동 767-1,37.8638526,127.7491657,그레이존,경양식,33.98,2023-04-26 17:24:52,강원특별자치도,춘천시,석사동,767-1
9973,2013-03-27,1,강원특별자치도 춘천시 효자동 627-8 2층,37.8731962,127.743123,소주신랑보쌈부인,한식,53.31,2022-01-19 13:48:24,강원특별자치도,춘천시,효자동,627-8 2층
9976,2013-05-31,1,강원특별자치도 춘천시 석사동 735-9,37.8662959,127.7527401,7.5닭갈비,정종/대포집/소주방,107.13,2022-01-19 13:54:10,강원특별자치도,춘천시,석사동,735-9
9980,2004-01-16,1,강원특별자치도 춘천시 석사동 740-19,37.8664404,127.751332,든든,기타,43.2,2022-02-07 11:00:33,강원특별자치도,춘천시,석사동,740-19
9982,2004-01-20,1,강원특별자치도 춘천시 효자동 545-3,37.8721851,127.7266741,교촌치킨(효자점),통닭(치킨),114.37,2022-02-07 11:02:41,강원특별자치도,춘천시,효자동,545-3
9983,2006-08-24,1,강원특별자치도 춘천시 석사동 909-8 (1층),37.8500474,127.7496886,스무숲동해곰치,한식,136.63,2023-02-15 13:41:36,강원특별자치도,춘천시,석사동,909-8 (1층)
9990,2010-08-25,1,강원특별자치도 춘천시 석사동 735-11,37.8661263,127.7525467,부산산꼼장어,기타,113.01,2018-12-20 17:14:55,강원특별자치도,춘천시,석사동,735-11
9992,2010-08-27,1,강원특별자치도 춘천시 석사동 736-17,37.8668026,127.752392,경양미가,정종/대포집/소주방,46.96,2023-08-07 13:23:04,강원특별자치도,춘천시,석사동,736-17
9997,2011-04-13,1,강원특별자치도 춘천시 석사동 654-4,37.8593185,127.7405052,우리순대국,한식,61.32,2022-01-19 11:35:31,강원특별자치도,춘천시,석사동,654-4
10000,2011-12-21,1,강원특별자치도 춘천시 석사동 885-3 (넥서스프라자 107호),37.8523395,127.7451961,청년다방춘천CGV점,호프/통닭,86.62,2023-06-22 14:50:30,강원특별자치도,춘천시,석사동,885-3 (넥서스프라자 107호)
10001,2013-04-05,1,강원특별자치도 춘천시 효자동 686-4 1층,37.869573,127.7265655,삼시세끼,한식,114.58,2022-01-19 13:49:38,강원특별자치도,춘천시,효자동,686-4 1층
10011,2013-10-10,1,강원특별자치도 춘천시 효자동 627-9,37.873139,127.7432493,더벤티강원대점,기타,27.9,2022-08-23 11:45:56,강원특별자치도,춘천시,효자동,627-9
10014,2004-02-04,1,강원특별자치도 춘천시 석사동 737-12,37.8667347,127.7516654,효자동솥뚜껑애막골점,정종/대포집/소주방,96.25,2023-06-23 17:01:07,강원특별자치도,춘천시,석사동,737-12
10021,2007-06-18,1,강원특별자치도 춘천시 효자동 617-7,37.8738942,127.7414683,대판,한식,114.0,2021-12-21 19:08:08,강원특별자치도,춘천시,효자동,617-7
10024,2008-04-08,1,강원특별자치도 춘천시 석사동 923-1 (1층),37.8490984,127.7517227,퍼플,라이브카페,120.16,2022-02-09 17:14:48,강원특별자치도,춘천시,석사동,923-1 (1층)
10025,2009-11-17,1,강원특별자치도 춘천시 효자동 646-2,37.8762925,127.7371161,처음처럼,호프/통닭,34.02,2018-04-17 11:56:10,강원특별자치도,춘천시,효자동,646-2
10039,2022-04-22,1,강원특별자치도 춘천시 효자동 333-48,37.8654509,127.7379828,무사피르(MUSAFIR),기타,79.2,2023-06-29 11:53:52,강원특별자치도,춘천시,효자동,333-48
10041,2009-11-17,1,강원특별자치도 춘천시 석사동 635-7,37.8530217,127.7509413,춘천집,한식,51.03,2021-10-27 11:22:30,강원특별자치도,춘천시,석사동,635-7
10047,2009-11-02,1,강원특별자치도 춘천시 효자동 327 (2동 1층),37.8641595,127.7369575,스쿨푸드춘천딜리버리점,식육(숯불구이),64.9,2022-02-09 17:38:51,강원특별자치도,춘천시,효자동,327 (2동 1층)
10051,2022-01-24,1,강원특별자치도 춘천시 효자동 758-12,37.8783477,127.7419488,소셜하우스,기타,51.93,2022-09-26 10:32:04,강원특별자치도,춘천시,효자동,758-12
10054,2023-06-02,1,강원특별자치도 춘천시 석사동 909-1,37.8503658,127.7497943,전상철갈비탕집,기타,74.5,2023-06-29 17:05:06,강원특별자치도,춘천시,석사동,909-1
10061,1996-11-20,1,강원특별자치도 춘천시 효자동 696-7,37.8667137,127.7291098,감자골옹심이,한식,71.26,2021-12-21 19:16:49,강원특별자치도,춘천시,효자동,696-7
10062,2001-10-13,1,강원특별자치도 춘천시 효자동 629-3,37.8736247,127.7440966,네버네버,감성주점,229.89,2023-02-10 10:16:54,강원특별자치도,춘천시,효자동,629-3
10080,2020-08-20,1,강원특별자치도 춘천시 석사동 769-13,37.862378,127.747556,요리하는집맛짱,정종/대포집/소주방,60.83,2021-07-21 9:08:54,강원특별자치도,춘천시,석사동,769-13
10088,2014-03-03,1,강원특별자치도 춘천시 석사동 949-1,37.8483744,127.7509525,주문진게먹고회먹고,한식,121.77,2021-10-27 11:40:37,강원특별자치도,춘천시,석사동,949-1
10092,2017-06-07,1,강원특별자치도 춘천시 석사동 34-6,37.8661187,127.7616198,즐거운하루숯불생고기,식육(숯불구이),127.44,2021-02-02 10:32:41,강원특별자치도,춘천시,석사동,34-6
10093,2017-06-07,1,강원특별자치도 춘천시 효자동 608-17,37.8751227,127.7388275,처갓집양념치킨강대점,호프/통닭,34.84,2022-04-01 11:39:48,강원특별자치도,춘천시,효자동,608-17
10094,2017-06-09,1,강원특별자치도 춘천시 효자동 627-11,37.8730267,127.7434978,청춘보쌈,한식,30.24,2022-02-07 16:14:21,강원특별자치도,춘천시,효자동,627-11
10102,2023-01-02,1,강원특별자치도 춘천시 석사동 641-8,37.8599419,127.7428649,엠브로키친 석사점,기타,61.65,2023-01-05 17:32:12,강원특별자치도,춘천시,석사동,641-8
10109,2020-09-01,1,강원특별자치도 춘천시 석사동 732-1,37.8661355,127.7535052,도우도우,기타,97.25,2022-01-19 17:31:02,강원특별자치도,춘천시,석사동,732-1
10119,2022-10-11,1,강원특별자치도 춘천시 석사동 729-8,37.8672923,127.75402,메가엠지씨커피춘천애막골점,기타,73.44,2022-10-20 9:49:20,강원특별자치도,춘천시,석사동,729-8
10120,2022-10-11,1,강원특별자치도 춘천시 효자동 711-20,37.8658991,127.7324429,고기극찬춘천점,식육(숯불구이),79.2,2022-10-19 14:20:54,강원특별자치도,춘천시,효자동,711-20
10121,2022-10-11,1,강원특별자치도 춘천시 효자동 626-16,37.8736583,127.7434207,피알(P.R),한식,82.5,2022-12-06 17:08:53,강원특별자치도,춘천시,효자동,626-16
10123,2014-03-11,1,강원특별자치도 춘천시 석사동 771-8,37.8619748,127.7478897,싸다아구찜앤탕,한식,117.48,2022-05-17 15:20:42,강원특별자치도,춘천시,석사동,771-8
10124,2014-03-11,1,강원특별자치도 춘천시 석사동 885-3 넥서스프라자 104호,37.8523395,127.7451961,조부자매운순대가CGV점,한식,55.46,2017-02-13 10:49:04,강원특별자치도,춘천시,석사동,885-3 넥서스프라자 104호
10131,2014-09-23,1,강원특별자치도 춘천시 석사동 642-11 (1층),37.8592606,127.7420963,낭만의거리,기타,66.0,2022-01-19 14:44:53,강원특별자치도,춘천시,석사동,642-11 (1층)
10132,2014-09-24,1,강원특별자치도 춘천시 석사동 744-1,37.8655833,127.7529171,화정,식육(숯불구이),35.19,2014-09-24 16:55:21,강원특별자치도,춘천시,석사동,744-1
10137,2017-11-01,1,강원특별자치도 춘천시 석사동 651-21,37.8598761,127.740418,부산아지매국밥 춘천석사점,한식,55.0,2022-09-08 17:02:17,강원특별자치도,춘천시,석사동,651-21
10138,2017-11-02,1,강원특별자치도 춘천시 석사동 698-7,37.8602794,127.7406101,배달5삼겹푸드,기타,43.5,2022-04-08 14:34:54,강원특별자치도,춘천시,석사동,698-7
10142,2023-01-13,1,강원특별자치도 춘천시 석사동 726-4,37.8671482,127.755167,하루카와,기타,105.8,2023-01-13 10:02:44,강원특별자치도,춘천시,석사동,726-4
10149,2023-03-02,1,강원특별자치도 춘천시 효자동 755-16,37.8799094,127.7414431,리프(leaf),기타,61.32,2023-03-13 10:55:56,강원특별자치도,춘천시,효자동,755-16
10150,2023-03-02,1,강원특별자치도 춘천시 석사동 769-23,37.8625613,127.748678,카페솔(Cafe Sol),기타,46.0,2023-03-02 11:50:15,강원특별자치도,춘천시,석사동,769-23
10151,2023-03-02,1,강원특별자치도 춘천시 석사동 663,37.8580726,127.7422344,바비앤드밥,한식,66.0,2023-03-08 18:02:34,강원특별자치도,춘천시,석사동,663
10152,2023-03-02,1,강원특별자치도 춘천시 효자동 154-22,37.8719886,127.7355399,바우하우스(Bauhaus),기타,29.7,2023-03-14 17:15:05,강원특별자치도,춘천시,효자동,154-22
10154,2023-03-07,1,강원특별자치도 춘천시 효자동 711-11,37.8658112,127.7318817,옥이네콩탕,한식,67.44,2023-03-14 17:41:20,강원특별자치도,춘천시,효자동,711-11
10164,2022-10-20,1,강원특별자치도 춘천시 효자동 611-19,37.8747541,127.7395245,옐로우피자춘천점,기타,28.14,2022-11-07 16:56:07,강원특별자치도,춘천시,효자동,611-19
10195,2022-05-31,1,강원특별자치도 춘천시 석사동 888-1,37.8519598,127.7450796,샐러디춘천퇴계점,기타,40.0,2023-04-10 11:18:04,강원특별자치도,춘천시,석사동,888-1
10197,2022-06-02,1,강원특별자치도 춘천시 석사동 944-3,37.84831,127.75057,주상옥,한식,112.01,2023-09-05 9:53:30,강원특별자치도,춘천시,석사동,944-3
10199,2022-06-03,1,강원특별자치도 춘천시 석사동 698-1,37.8607572,127.7411536,우리동네전포차,한식,47.0,2023-07-31 17:08:04,강원특별자치도,춘천시,석사동,698-1
10200,2017-11-13,1,강원특별자치도 춘천시 석사동 640-1,37.8608758,127.7434758,청춘관,정종/대포집/소주방,110.7,2023-03-06 10:05:40,강원특별자치도,춘천시,석사동,640-1
10201,2017-11-13,1,강원특별자치도 춘천시 석사동 724-8,37.866783,127.7545983,까투리애막골점,정종/대포집/소주방,38.38,2021-12-19 16:45:39,강원특별자치도,춘천시,석사동,724-8
10204,2017-11-14,1,강원특별자치도 춘천시 석사동 838-5,37.8534629,127.7471304,재이푸드앤드링크,기타,112.3,2023-04-21 15:05:23,강원특별자치도,춘천시,석사동,838-5
10206,2019-03-19,1,강원특별자치도 춘천시 석사동 809-1,37.8562734,127.739709,노랑통닭석사점,호프/통닭,82.64,2021-10-27 11:45:02,강원특별자치도,춘천시,석사동,809-1
10207,2023-03-09,1,강원특별자치도 춘천시 석사동 707-6,37.8600322,127.739918,배꼽시계,한식,39.56,2023-03-16 16:51:38,강원특별자치도,춘천시,석사동,707-6
10208,2023-03-10,1,강원특별자치도 춘천시 석사동 838-4,37.8533758,127.7470553,일품두부자박이,기타,125.48,2023-03-17 16:34:11,강원특별자치도,춘천시,석사동,838-4
10212,2023-03-15,1,강원특별자치도 춘천시 효자동 303-34,37.8647092,127.7348907,태화루,기타,97.2,2023-03-23 9:20:49,강원특별자치도,춘천시,효자동,303-34
10213,2023-03-15,1,강원특별자치도 춘천시 효자동 367-28 윤일아파트,37.8644844,127.7334983,오더히어버거,기타,23.94,2023-04-12 9:45:47,강원특별자치도,춘천시,효자동,367-28 윤일아파트
10218,2023-04-13,1,강원특별자치도 춘천시 효자동 681-13,37.8710145,127.7241666,효자골,기타,162.57,2023-04-28 8:56:07,강원특별자치도,춘천시,효자동,681-13
10219,2023-04-13,1,강원특별자치도 춘천시 효자동 154-22,37.8719886,127.7355399,자매칼국수,기타,72.9,2023-04-26 9:42:41,강원특별자치도,춘천시,효자동,154-22
10224,2022-12-05,1,강원특별자치도 춘천시 효자동 652-3,37.87547,127.7354998,버튼홀덤,기타,190.5,2022-12-27 9:24:23,강원특별자치도,춘천시,효자동,652-3
10230,2022-12-13,1,강원특별자치도 춘천시 석사동 648,37.86117,127.7423636,이현푸드,기타,69.75,2022-12-23 9:46:23,강원특별자치도,춘천시,석사동,648
10231,2022-12-14,1,강원특별자치도 춘천시 효자동 660-13,37.8742836,127.7343944,시골한식뷔페,한식,69.0,2022-12-14 11:05:54,강원특별자치도,춘천시,효자동,660-13
10232,2022-12-14,1,강원특별자치도 춘천시 효자동 626-9,37.873485,127.7431832,인생물음표,기타,51.3,2022-12-14 14:02:04,강원특별자치도,춘천시,효자동,626-9
10234,2022-12-14,1,강원특별자치도 춘천시 효자동 614-14,37.8749893,127.7416471,밥풀릭스춘천점,기타,74.11,2022-12-14 15:56:03,강원특별자치도,춘천시,효자동,614-14
10236,2023-01-25,1,강원특별자치도 춘천시 석사동 769-2,37.8626414,127.7489481,타코페퍼,기타,45.92,2023-06-16 13:54:35,강원특별자치도,춘천시,석사동,769-2
10241,2015-01-13,1,강원특별자치도 춘천시 효자동 632-13,37.8728963,127.7454779,멘시루,호프/통닭,61.74,2016-12-15 16:54:14,강원특별자치도,춘천시,효자동,632-13
10243,2020-10-07,1,강원특별자치도 춘천시 석사동 713-3,37.8596567,127.7394244,가미푸드,기타,33.0,2022-01-20 9:23:15,강원특별자치도,춘천시,석사동,713-3
10244,2020-10-08,1,강원특별자치도 춘천시 석사동 840-14,37.8534276,127.7459254,미소만족,기타,119.62,2023-10-04 11:39:06,강원특별자치도,춘천시,석사동,840-14
10245,2020-10-08,1,강원특별자치도 춘천시 효자동 18-43,37.8757816,127.7433487,기대만족 춘천점,한식,99.0,2022-09-16 15:20:54,강원특별자치도,춘천시,효자동,18-43
10247,2020-10-20,1,강원특별자치도 춘천시 석사동 913-8,37.8495931,127.750309,LINE(라인),기타,113.5,2022-02-25 13:23:42,강원특별자치도,춘천시,석사동,913-8
10252,2016-12-28,1,강원특별자치도 춘천시 석사동 827-4,37.8543141,127.7474564,춘천제일닭갈비,식육(숯불구이),119.88,2021-09-08 12:34:31,강원특별자치도,춘천시,석사동,827-4
10254,2016-12-30,1,강원특별자치도 춘천시 석사동 880-1 107호,37.8520936,127.7443831,하노이별퇴계점,"외국음식전문점(인도,태국등)",68.04,2021-12-19 17:02:35,강원특별자치도,춘천시,석사동,880-1 107호
10257,2017-01-04,1,강원특별자치도 춘천시 석사동 749-4,37.865263,127.7509318,라무진춘천석사점,식육(숯불구이),69.57,2020-06-08 10:46:03,강원특별자치도,춘천시,석사동,749-4
10259,2017-01-05,1,강원특별자치도 춘천시 석사동 654-6,37.8591438,127.7407316,이모네한식,한식,109.71,2023-06-26 14:35:27,강원특별자치도,춘천시,석사동,654-6
10270,2019-03-20,1,강원특별자치도 춘천시 석사동 644-8,37.8600063,127.7425687,어딕디드백(Addicted100),정종/대포집/소주방,104.76,2019-04-24 9:11:55,강원특별자치도,춘천시,석사동,644-8
10272,2019-03-21,1,강원특별자치도 춘천시 석사동 748-1,37.86499,127.7510082,더담다,한식,94.27,2023-03-30 14:39:04,강원특별자치도,춘천시,석사동,748-1
10277,2019-10-30,1,강원특별자치도 춘천시 효자동 180-11,37.870111,127.7386211,인생건어물맥주강대점,한식,67.0,2023-02-13 14:26:10,강원특별자치도,춘천시,효자동,180-11
10279,2019-11-01,1,강원특별자치도 춘천시 석사동 919-2,37.8493862,127.7509687,본가춘천스무숲점,정종/대포집/소주방,103.73,2022-02-09 9:33:51,강원특별자치도,춘천시,석사동,919-2
10280,2023-04-14,1,강원특별자치도 춘천시 효자동 17-9,37.8744079,127.7455336,쌩김치찜,기타,161.22,2023-04-18 9:34:40,강원특별자치도,춘천시,효자동,17-9
10283,2023-04-17,1,강원특별자치도 춘천시 석사동 285-3,37.8547034,127.7499037,이자카야천,기타,66.92,2023-04-26 9:51:29,강원특별자치도,춘천시,석사동,285-3
10285,2023-04-17,1,강원특별자치도 춘천시 효자동 757-13,37.879072,127.7418332,피자피크춘천점,기타,102.6,2023-04-28 9:27:34,강원특별자치도,춘천시,효자동,757-13
10286,2023-04-18,1,강원특별자치도 춘천시 효자동 630-32,37.873173,127.7466102,외곽,일식,42.54,2023-05-11 17:19:56,강원특별자치도,춘천시,효자동,630-32
10292,2023-05-19,1,강원특별자치도 춘천시 석사동 729-2,37.8671494,127.7542791,참참치킨호프춘천본점,호프/통닭,44.0,2023-06-29 16:54:03,강원특별자치도,춘천시,석사동,729-2
10294,2023-05-19,1,강원특별자치도 춘천시 효자동 303-34,37.8647092,127.7348907,마라킹,중국식,64.8,2023-05-23 8:58:00,강원특별자치도,춘천시,효자동,303-34
10305,2023-02-07,1,강원특별자치도 춘천시 효자동 661-16,37.873077,127.733699,라사천,중국식,55.86,2023-02-07 15:22:09,강원특별자치도,춘천시,효자동,661-16
10307,2023-02-07,1,강원특별자치도 춘천시 석사동 662-4,37.8574807,127.7441308,참한고깃집,식육(숯불구이),46.88,2023-03-31 17:24:26,강원특별자치도,춘천시,석사동,662-4
10322,2020-10-27,1,강원특별자치도 춘천시 석사동 818-2,37.8564269,127.743109,프랭크버거춘천석사점,호프/통닭,49.0,2022-01-20 9:28:41,강원특별자치도,춘천시,석사동,818-2
10326,2017-06-02,1,강원특별자치도 춘천시 석사동 726-12,37.8672925,127.7550249,러스틱컴포트본점,경양식,47.74,2022-02-07 16:20:46,강원특별자치도,춘천시,석사동,726-12
10328,2018-06-04,1,강원특별자치도 춘천시 석사동 818-10,37.8558565,127.7452385,천사곱창석사점,식육(숯불구이),71.37,2021-03-15 15:42:29,강원특별자치도,춘천시,석사동,818-10
10329,2018-06-07,1,강원특별자치도 춘천시 석사동 654,37.8597372,127.7401471,쉼표,기타,26.0,2022-12-22 18:23:01,강원특별자치도,춘천시,석사동,654
10332,2022-06-10,1,강원특별자치도 춘천시 석사동 642-15,37.8596233,127.7425056,서가네,한식,115.29,2022-06-10 15:02:04,강원특별자치도,춘천시,석사동,642-15
10333,2022-06-10,1,강원특별자치도 춘천시 효자동 632-1,37.8728395,127.7448309,프리에어스페이스(Free Air Space),기타,73.0,2022-07-11 18:01:48,강원특별자치도,춘천시,효자동,632-1
10336,2022-06-16,1,강원특별자치도 춘천시 석사동 980,37.8632764,127.748095,메가박스 중앙(주) 춘천석사지점,기타,90.0,2022-06-21 17:00:02,강원특별자치도,춘천시,석사동,980
10340,2022-07-29,1,강원특별자치도 춘천시 효자동 100-7,37.8741427,127.7347313,화구박스,기타,45.2,2022-08-12 17:27:18,강원특별자치도,춘천시,효자동,100-7
10341,2022-07-29,1,강원특별자치도 춘천시 석사동 919-10,37.8494151,127.7511952,두리기갈매기살,기타,108.63,2023-10-19 15:40:51,강원특별자치도,춘천시,석사동,919-10
10342,2022-07-29,1,강원특별자치도 춘천시 효자동 685-8,37.8697616,127.7274923,행복한반찬,한식,68.0,2022-12-14 10:56:41,강원특별자치도,춘천시,효자동,685-8
10344,2019-11-06,1,강원특별자치도 춘천시 석사동 729-6,37.8671979,127.7535046,추억의7090,라이브카페,240.04,2021-02-02 10:13:35,강원특별자치도,춘천시,석사동,729-6
10345,2019-11-06,1,강원특별자치도 춘천시 석사동 706-14,37.8607045,127.7397638,제주안방갈비석사점,식육(숯불구이),93.39,2021-12-19 16:42:36,강원특별자치도,춘천시,석사동,706-14
10346,2019-11-06,1,강원특별자치도 춘천시 석사동 917-5,37.8491459,127.7499761,먹새통,식육(숯불구이),133.0,2023-01-20 13:54:32,강원특별자치도,춘천시,석사동,917-5
